,INTERPRET
Gebrüder Blattschuss,0.0011861875054916089
Revolverheld feat. Marta Jandová,0.0011861875054916089
KC Rebell,0.0011861875054916089
Gestört aber GeiL feat. Sebastian Hämer,0.0012301203760653721
MoTrip feat. Lary,0.0012301203760653721
KC Rebell x Summer Cem,0.0012301203760653721
Schnappi,0.0012301203760653721
Glashaus,0.0012301203760653721
Dolls United feat. Jim Knopf & Lukas der Lokomotivführer,0.0012301203760653721
Frl. Menke,0.0012301203760653721
Bonez MC & RAF Camora feat. Gzuz,0.0012740532466391354
Schnuffel,0.0012740532466391354
Capital Bra x Samra & Lea,0.0012740532466391354
Der Wolf,0.0012740532466391354
Samra & Capital Bra,0.0012740532466391354
Fred Sonnenschein und seine Freunde,0.0012740532466391354
Witt / Heppner,0.0012740532466391354
Cappuccino,0.0012740532466391354
Miksu / MacLoud & T-Low,0.0012740532466391354
Azet & Zuna,0.0012740532466391354
Massive Töne,0.0013179861172128986
Namika,0.0013179861172128986
Fler,0.0013179861172128986
Alligatoah,0.0013179861172128986
Overground,0.0013179861172128986
Rex Gildo,0.0013179861172128986
Miami Yacine,0.0013179861172128986
Die Firma,0.0013179861172128986
Purple Schulz,0.0013179861172128986
Marteria / Yasha / Miss Platnum,0.0013179861172128986
Johanna von Koczian,0.001361918987786662
Richie,0.001361918987786662
AnnenMayKantereit,0.001361918987786662
Roy Black,0.001361918987786662
Ideal,0.001361918987786662
Katja Ebstein,0.001361918987786662
Cassandra Steen feat. Adel Tawil,0.001361918987786662
Samajona,0.001361918987786662
Lucilectric,0.001361918987786662
2raumwohnung,0.0014058518583604253
Oliver Pocher,0.0014058518583604253
Die Wildecker Herzbuben,0.0014058518583604253
BAP,0.0014058518583604253
RZA feat. Xavier Naidoo,0.0014058518583604253
Annett Louisan,0.0014058518583604253
Pajel,0.0014058518583604253
Hape Kerkeling,0.0014497847289341886
Henry Valentino + Uschi,0.0014497847289341886
Gestört aber GeiL & Koby Funk feat. Wincent Weiss,0.0014497847289341886
Geier Sturzflug,0.0014497847289341886
Achim Reichel,0.0014937175995079518
Thomas D,0.0014937175995079518
Stefan Raab,0.0014937175995079518
Sido feat. Andreas Bourani,0.0014937175995079518
Original Naabtal Duo,0.0014937175995079518
UKW,0.001537650470081715
Die Gerd Show,0.001537650470081715
Gottlieb Wendehals,0.001537650470081715
Dschinghis Khan,0.001537650470081715
Relax,0.0015815833406554783
Klaus Lage Band,0.0015815833406554783
Böhse Onkelz,0.0015815833406554783
Kollegah,0.0015815833406554783
Joris,0.0016255162112292418
Rapsoul,0.0016255162112292418
Veysel,0.0016255162112292418
Capital Bra x Samra,0.0016255162112292418
Philipp Dittberner & Marv,0.0016255162112292418
Philipp Poisel,0.001669449081803005
Oomph!,0.001669449081803005
Die Flippers,0.001669449081803005
257ers,0.001669449081803005
DJ Ötzi,0.001669449081803005
Markus,0.001669449081803005
Gzuz,0.001669449081803005
Max Giesinger,0.001669449081803005
Pietro Lombardi,0.0017133819523767683
Hoffmann & Hoffmann,0.0017133819523767683
SDP feat. Adel Tawil,0.0017133819523767683
Die Atzen (Frauenarzt & Manny Marc),0.0017133819523767683
Peter Schilling,0.0017133819523767683
Tommy Steiner,0.0017133819523767683
Band ohne Namen,0.0017573148229505316
Gunter Gabriel,0.0017573148229505316
Klaus & Klaus,0.0017573148229505316
Clueso,0.0017573148229505316
Juju feat. Henning May,0.0017573148229505316
Stereoact feat. Kerstin Ott,0.0018012476935242948
Joachim Witt,0.0018012476935242948
Chris Roberts,0.0018012476935242948
Anton feat. DJ Ötzi,0.0018012476935242948
Peter Orloff,0.0018012476935242948
Bonez MC & RAF Camora feat. Maxwell,0.0018012476935242948
Jupiter Jones,0.0018012476935242948
Tim Toupet,0.001845180564098058
Mike Krüger,0.001845180564098058
Udo Jürgens,0.001845180564098058
E Nomine,0.001845180564098058
G.G. Anderson,0.001845180564098058
Christian Franke,0.001845180564098058
Tony Holiday,0.0018891134346718215
Paola,0.0019330463052455848
Stephan Remmler,0.0019330463052455848
Spliff,0.0019330463052455848
Peter Fox,0.001976979175819348
Mark Forster feat. Sido,0.001976979175819348
RAF Camora feat. Bonez MC,0.001976979175819348
Kraftwerk,0.001976979175819348
Vicky Leandros,0.001976979175819348
Jan Delay,0.0020209120463931113
Mia.,0.0020209120463931113
Kollegah & Farid Bang,0.0020209120463931113
Truck Stop,0.0020209120463931113
Jamule,0.0020648449169668745
Marteria,0.0020648449169668745
Höhner,0.0020648449169668745
Extrabreit,0.0020648449169668745
Ayman,0.002152710658114401
Marianne Rosenberg,0.002152710658114401
Gitte,0.002152710658114401
Frida Gold,0.0021966435286881643
Oli. P,0.002240576399261928
Nana Mouskouri,0.002240576399261928
Loredana,0.002240576399261928
Montez,0.002240576399261928
Adel Tawil,0.0022845092698356912
Sabrina Setlur,0.0023723750109832177
Laith Al-Deen,0.0023723750109832177
Frauenarzt & Manny Marc,0.002416307881556981
Seeed,0.002416307881556981
Deichkind,0.002416307881556981
Karel Gott,0.0024602407521307442
Wir sind Helden,0.0024602407521307442
Costa Cordalis,0.0025041736227045075
Echt,0.0025041736227045075
Shindy,0.0025041736227045075
Karat,0.0025041736227045075
Wincent Weiss,0.0025041736227045075
Bonez MC,0.0025041736227045075
Nimo,0.0025041736227045075
Rainhard Fendrich,0.002592039363852034
Das Modul,0.0026359722344257972
Hubert Kah,0.0026359722344257972
De Randfichten,0.0026799051049995605
Nino de Angelo,0.0026799051049995605
Die 3. Generation,0.002723837975573324
Andreas Gabalier,0.0027677708461470874
DJ Ötzi & Nik P.,0.0029435023284421404
Juliane Werding,0.0029435023284421404
Shirin David,0.0029435023284421404
Pashanim,0.0029874351990159037
Sarah Connor,0.003031368069589667
Hanne Haller,0.003031368069589667
Michael Holm,0.003031368069589667
Dardan,0.003031368069589667
Nicki,0.003031368069589667
Mero,0.00307530094016343
Trio,0.0031192338107371934
Kontra K,0.0032070995518847204
Bausa,0.0032070995518847204
Andy Borg,0.0032070995518847204
Vader Abraham,0.0032510324224584836
Nicole,0.0032510324224584836
RIN,0.003294965293032247
Udo Lindenberg,0.00333889816360601
Matthias Reim,0.003514629645901063
Roger Whittaker,0.003514629645901063
Tokio Hotel,0.0035585625164748264
LaFee,0.0035585625164748264
RAF Camora,0.003778226869343643
Yvonne Catterfeld,0.0038221597399174063
Bushido,0.0038221597399174063
Bernhard Brink,0.003910025481064933
Pur,0.003910025481064933
Glasperlenspiel,0.003953958351638696
Jürgen Drews,0.003997891222212459
Tim Bendzko,0.003997891222212459
Peter Alexander,0.003997891222212459
Söhne Mannheims,0.004041824092786223
Frank Zander,0.004085756963359986
Münchener Freiheit,0.004129689833933749
Samra,0.004217555575081276
Luciano [DE],0.004261488445655039
Juli,0.004393287057376329
Westernhagen,0.004525085669097619
Ufo361,0.0045690185396713824
Die Prinzen,0.0045690185396713824
Andreas Bourani,0.004788682892540199
Andrea Jürgens,0.004832615763113962
Helene Fischer,0.0049204815042614885
Christina Stürmer,0.004964414374835252
Spider Murphy Gang,0.005228011598277831
Blümchen,0.005228011598277831
Revolverheld,0.005228011598277831
Erste Allgemeine Verunsicherung,0.005403743080572884
Tic Tac Toe,0.005535541692294175
Bonez MC & RAF Camora,0.005579474562867938
Falco,0.005623407433441701
Fettes Brot,0.005623407433441701
Unheilig,0.005755206045162991
Sportfreunde Stiller,0.005799138915736754
Capital Bra,0.00628240049204815
Rammstein,0.007161057903523416
Rosenstolz,0.007600386609261049
Mark Forster,0.007644319479834813
Peter Maffay,0.007644319479834813
Culcha Candela,0.007688252350408576
Die Fantastischen Vier,0.007688252350408576
Herbert Grönemeyer,0.007776118091556102
Roland Kaiser,0.008303312538441262
Cro,0.008479044020736315
Ich + Ich,0.008566909761883842
Silbermond,0.008918372726473948
Sido,0.009050171338195238
Nena,0.009313768561637818
Wolfgang Petry,0.01001669449081803
Die Ärzte,0.011290747737457165
Howard Carpendale,0.011861875054916088
Apache 207,0.011949740796063615
Xavier Naidoo,0.012125472278358668
Die Toten Hosen,0.012652666725243827
